Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Date
1616368800,57418.26,57425.21,57369.49,57407.95,1.41629789,81301.804373,57404.452091,2021-03-21 23:20:00
1616368860,57428.81,57463.75,57406.61,57443.82,0.48806277,28030.478342000002,57432.117475,2021-03-21 23:21:00
1616368920,57448.22,57484.53,57416.19,57460.22,0.4509,25901.893487,57444.873557000006,2021-03-21 23:22:00
1616368980,57471.96,57471.96,57418.02,57422.71,2.54315985,146051.39268,57429.10446,2021-03-21 23:23:00
1616369040,57447.09,57487.51,57418.17,57485.45,1.48344001,85224.551616,57450.62222999999,2021-03-21 23:24:00
1616369100,57488.79,57494.95,57469.34,57469.34,0.79456092,45666.949315,57474.446786,2021-03-21 23:25:00
1616369160,57464.49,57476.57,57418.02,57424.97,4.33705501,249220.86291,57463.154683,2021-03-21 23:26:00
1616369220,57433.27,57468.62,57433.27,57454.04,2.01846321,115989.43587999999,57464.230861000004,2021-03-21 23:27:00
1616369280,57468.09,57476.57,57436.32,57476.57,2.51683644,144629.16225,57464.664748,2021-03-21 23:28:00
1616369340,57435.85,57476.57,57417.24,57476.57,1.89855085,109092.16698,57460.755912,2021-03-21 23:29:00
1616369400,57476.57,57548.39,57476.57,57548.39,2.39440294,137661.97148,57493.235236,2021-03-21 23:30:00
1616369460,57538.02,57543.55,57456.78,57474.35,0.50278261,28913.585288,57507.130741999994,2021-03-21 23:31:00
1616369520,57473.76,57473.76,57399.43,57410.0,1.54165266,88529.136117,57424.826236,2021-03-21 23:32:00
1616369580,57440.02,57501.66,57440.02,57444.28,1.38896083,79821.723449,57468.664144,2021-03-21 23:33:00
1616369640,57479.4,57529.67,57479.19,57529.67,0.97176953,55873.114902,57496.26138500001,2021-03-21 23:34:00
1616369700,57507.47,57507.47,57444.37,57467.43,0.49947529,28703.793041,57467.894039,2021-03-21 23:35:00
1616369760,57505.2,57505.2,57505.2,57505.2,0.0008300000000000001,47.729316,57505.2,2021-03-21 23:36:00
1616369820,57527.85,57527.85,57517.94,57518.52,0.77847812,44778.451506,57520.50103300001,2021-03-21 23:37:00
1616369880,57495.52,57547.28,57483.44,57539.93,1.00816881,57967.358101,57497.670555,2021-03-21 23:38:00
1616369940,57539.37,57687.93,57539.37,57687.93,2.12968845,122651.4785,57591.277491999994,2021-03-21 23:39:00
1616370000,57663.62,57664.74,57556.16,57624.14,2.45437424,141419.73955,57619.46864,2021-03-21 23:40:00
1616370060,57585.7,57585.7,57530.12,57530.12,0.87324665,50242.585994,57535.389336,2021-03-21 23:41:00
1616370120,57499.58,57499.58,57385.84,57400.0,2.91703025,167562.14197,57442.716601,2021-03-21 23:42:00
1616370180,57434.78,57481.0,57434.78,57481.0,0.38245,21975.825007,57460.64847000001,2021-03-21 23:43:00
1616370240,57521.02,57562.54,57521.02,57562.54,0.98670396,56780.10958500001,57545.233309,2021-03-21 23:44:00
1616370300,57550.97,57633.98,57550.97,57616.46,0.82451357,47470.87853,57574.405391,2021-03-21 23:45:00
1616370360,57619.62,57619.62,57467.45,57467.45,5.55119556,319268.77783000004,57513.516572,2021-03-21 23:46:00
1616370420,57467.0,57504.71,57413.52,57413.52,2.87946384,165470.8642,57465.859408000004,2021-03-21 23:47:00
1616370480,57382.66,57388.42,57340.0,57368.14,4.42026488,253564.73874,57364.15025499999,2021-03-21 23:48:00
1616370540,57388.75,57459.75,57388.75,57440.73,0.42189663,24226.542383,57422.93410499999,2021-03-21 23:49:00
1616370600,57432.9,57434.51,57349.41,57424.3,0.58597517,33636.707107999995,57402.956352999994,2021-03-21 23:50:00
1616370660,57435.33,57488.33,57435.33,57488.33,0.32779686,18832.190833,57450.796914,2021-03-21 23:51:00
1616370720,57462.99,57467.45,57448.52,57467.45,0.65363942,37556.576619,57457.637147,2021-03-21 23:52:00
1616370780,57467.64,57467.64,57393.8,57393.8,0.20656969,11860.39042,57415.927866,2021-03-21 23:53:00
1616370840,57431.02,57441.33,57431.02,57441.33,0.13131834,7541.7533369,57431.074264999996,2021-03-21 23:54:00
1616370900,57455.07,57466.74,57410.17,57460.56,1.02618508,58953.716014,57449.398908,2021-03-21 23:55:00
1616370960,57464.94,57486.92,57460.62,57460.62,0.69173708,39757.42175,57474.758689999995,2021-03-21 23:56:00
1616371020,57454.04,57454.04,57430.14,57430.14,0.035660000000000004,2047.9912964000002,57431.051497,2021-03-21 23:57:00
1616371080,57405.48,57427.79,57376.72,57427.79,0.27019624,15510.464869,57404.443783,2021-03-21 23:58:00
1616371140,57392.07,57418.33,57323.66,57381.79,2.53907292,145638.39797,57358.887497,2021-03-21 23:59:00
1616371200,57410.54,57467.1,57410.54,57425.64,0.0473408,2718.8235154,57430.87390700001,2021-03-22 00:00:00
1616371260,57393.65,57393.65,57347.41,57347.41,0.89236619,51196.497237,57371.62368,2021-03-22 00:01:00
1616371320,57357.57,57357.57,57275.98,57275.98,1.04309131,59790.849503,57320.820266999996,2021-03-22 00:02:00
1616371380,57301.28,57318.37,57217.51,57235.02,2.3376891,133859.36149,57261.404646,2021-03-22 00:03:00
1616371440,57207.48,57220.33,57165.8,57178.69,3.88605961,222224.99759,57185.174674,2021-03-22 00:04:00
1616371500,57185.14,57192.05,57097.9,57141.85,2.390181,136567.38312,57136.837385,2021-03-22 00:05:00
1616371560,57124.42,57184.23,57053.64,57053.64,0.72181211,41200.14132900001,57078.761576,2021-03-22 00:06:00
1616371620,57057.33,57145.66,57014.35,57141.58,3.69226669,210796.80015999998,57091.43403300001,2021-03-22 00:07:00
1616371680,57157.29,57157.29,57068.84,57097.46,1.29338525,73873.359997,57116.28457,2021-03-22 00:08:00
1616371740,57108.24,57151.91,57108.24,57147.79,0.79365259,45342.255396,57131.112488,2021-03-22 00:09:00
1616371800,57133.74,57211.16,57131.13,57211.16,0.94948339,54285.165937,57173.370813,2021-03-22 00:10:00
1616371860,57195.45,57213.84,57188.6,57198.82,2.58643082,147939.85339,57198.45752300001,2021-03-22 00:11:00
1616371920,57215.43,57285.45,57215.43,57285.45,0.25454004,14574.850871999999,57259.560704999996,2021-03-22 00:12:00
1616371980,57270.02,57350.2,57268.07,57350.2,2.57234281,147378.05022,57293.316291999996,2021-03-22 00:13:00
1616372040,57339.8,57390.76,57339.8,57363.41,0.44001382,25243.378547,57369.512955,2021-03-22 00:14:00
1616372100,57301.44,57302.99,57251.78,57288.05,0.53869039,30854.084920999998,57276.100508,2021-03-22 00:15:00
1616372160,57292.07,57294.64,57289.02,57292.27,0.06740936,3862.0436528000014,57292.394599,2021-03-22 00:16:00
1616372220,57270.86,57317.49,57270.86,57317.49,3.45866715,198139.70795,57287.879798,2021-03-22 00:17:00
1616372280,57268.16,57298.79,57197.09,57298.79,1.56924922,89845.455959,57253.784048,2021-03-22 00:18:00
1616372340,57265.57,57330.09,57265.57,57330.09,0.24638295,14113.50768,57282.80987200001,2021-03-22 00:19:00
1616372400,57303.23,57321.84,57303.23,57321.84,0.05034378,2885.5638718,57317.187382000004,2021-03-22 00:20:00
1616372460,57307.63,57307.63,57221.7,57239.55,0.42965262,24589.148431,57230.300215999996,2021-03-22 00:21:00
1616372520,57223.82,57245.92,57223.17,57229.22,0.36644743,20970.357113,57226.099561,2021-03-22 00:22:00
1616372580,57243.35,57243.35,57169.41,57193.03,2.20259709,125936.45147,57176.34516100001,2021-03-22 00:23:00
1616372640,57133.55,57160.79,57133.55,57155.24,1.05017141,60001.32558,57134.792481,2021-03-22 00:24:00
1616372700,57168.65,57168.65,57081.46,57081.46,0.13871785,7929.842302,57165.262451999995,2021-03-22 00:25:00
1616372760,57128.89,57172.72,57076.96,57098.19,0.49045195,28005.83438,57102.096098,2021-03-22 00:26:00
1616372820,57057.85,57123.94,57035.45,57117.36,0.59497525,33950.962891,57062.815456,2021-03-22 00:27:00
1616372880,57167.92,57222.25,57167.92,57195.93,0.07546492,4314.5704621,57173.193348,2021-03-22 00:28:00
1616372940,57115.52,57129.55,57115.52,57129.55,0.26553983,15168.303953999999,57122.51888400001,2021-03-22 00:29:00
1616373000,57129.55,57230.0,57129.55,57175.11,4.19907103,240208.0522,57205.04618300001,2021-03-22 00:30:00
1616373060,57179.71,57277.48,57179.71,57277.48,0.55260914,31626.356902,57230.969619,2021-03-22 00:31:00
1616373120,57271.41,57295.74,57237.2,57295.74,0.35574634,20373.432913999997,57269.550302999996,2021-03-22 00:32:00
1616373180,57238.05,57238.05,57195.31,57199.34,2.95128305,168881.34024000002,57223.02381,2021-03-22 00:33:00
1616373240,57231.9,57241.54,57205.94,57205.94,1.30631006,74733.545898,57209.653501,2021-03-22 00:34:00
1616373300,57241.22,57241.22,57189.08,57189.08,1.05579535,60383.917828,57192.82418500001,2021-03-22 00:35:00
1616373360,57126.41,57126.41,57074.72,57086.35,0.7477459,42686.07781700001,57086.34151900001,2021-03-22 00:36:00
1616373420,57107.55,57107.55,57040.0,57074.72,0.31968454,18236.970456,57046.77009500001,2021-03-22 00:37:00
1616373480,57090.58,57090.58,56958.99,57002.48,1.29300712,73706.157171,57003.674636,2021-03-22 00:38:00
1616373540,56945.51,57004.49,56895.45,56916.96,2.00259734,114082.20744000001,56967.122227,2021-03-22 00:39:00
1616373600,56943.81,56975.25,56824.0,56848.21,1.15845465,65894.206837,56881.127662,2021-03-22 00:40:00
1616373660,56859.57,56951.33,56821.03,56951.33,1.07913314,61409.355576,56906.19007100001,2021-03-22 00:41:00
1616373720,56950.29,56952.64,56805.0,56805.0,2.44731262,139166.93578,56865.205796,2021-03-22 00:42:00
1616373780,56816.84,56840.09,56767.86,56790.51,4.31134676,244884.89666,56800.092939,2021-03-22 00:43:00
1616373840,56794.6,56808.01,56653.49,56668.18,4.22801453,239770.44724,56709.939271,2021-03-22 00:44:00
1616373900,56661.26,56769.29,56650.6,56695.67,4.07222398,230956.50556999998,56715.079205999995,2021-03-22 00:45:00
1616373960,56712.08,56784.87,56700.64,56784.87,2.56581617,145585.07655,56740.259980999996,2021-03-22 00:46:00
1616374020,56784.99,56816.01,56625.0,56649.82,1.95198043,110870.29075999999,56798.87413400001,2021-03-22 00:47:00
1616374080,56650.0,56650.0,56495.58,56582.04,11.00256327,621885.08507,56521.83675900001,2021-03-22 00:48:00
1616374140,56591.82,56598.47,56498.86,56504.37,1.30428666,73749.157966,56543.672666,2021-03-22 00:49:00
1616374200,56511.01,56584.0,56506.81,56561.04,1.32397785,74842.49260299999,56528.508088999995,2021-03-22 00:50:00
1616374260,56561.66,56561.66,56482.17,56487.1,1.25705602,71066.86416900001,56534.365246,2021-03-22 00:51:00
1616374320,56491.77,56524.83,56433.52,56512.09,6.84999475,386761.8596,56461.628616999995,2021-03-22 00:52:00
1616374380,56508.69,56508.69,56426.9,56430.27,1.88814263,106583.59739,56448.91211699999,2021-03-22 00:53:00
1616374440,56454.74,56544.63,56441.6,56544.63,0.50541326,28541.809810000002,56472.221978999994,2021-03-22 00:54:00
1616374500,56568.81,56660.8,56556.79,56643.76,5.64162784,319321.37333000003,56600.928381,2021-03-22 00:55:00
1616374560,56651.48,56654.07,56540.0,56610.7,1.45990799,82598.355347,56577.781553999994,2021-03-22 00:56:00
1616374620,56632.09,56687.61,56632.09,56687.61,0.05320855,3015.3865646,56671.090728999996,2021-03-22 00:57:00
1616374680,56688.51,56688.51,56639.63,56641.0,2.41436153,136795.08706,56658.907692999994,2021-03-22 00:58:00
1616374740,56633.45,56638.89,56514.12,56585.27,2.77110677,156810.05253,56587.517387,2021-03-22 00:59:00
1616374800,56581.1,56594.44,56500.0,56511.21,1.66663426,94199.05956000001,56520.534722000004,2021-03-22 01:00:00
1616374860,56514.67,56635.76,56514.67,56623.72,1.84456481,104309.27798,56549.53266900001,2021-03-22 01:01:00
1616374920,56646.53,56688.77,56608.92,56615.11,2.79575499,158399.63782,56657.195778999994,2021-03-22 01:02:00
1616374980,56554.83,56619.57,56425.0,56537.57,24.23679025,1369579.7237,56508.296253,2021-03-22 01:03:00
1616375040,56503.74,56503.74,56385.0,56443.81,26.04428927,1469987.1172,56441.82116,2021-03-22 01:04:00
1616375100,56421.09,56505.93,56414.72,56446.0,2.43919203,137664.54867000002,56438.585801,2021-03-22 01:05:00
1616375160,56439.63,56446.46,56304.31,56446.46,1.56295235,88076.524049,56352.661071,2021-03-22 01:06:00
1616375220,56464.48,56501.4,56414.0,56492.65,4.85540613,274295.07739,56492.715552,2021-03-22 01:07:00
1616375280,56524.72,56581.66,56524.72,56532.62,1.65590747,93657.59979400001,56559.681921,2021-03-22 01:08:00
1616375340,56596.32,56648.69,56561.12,56561.12,8.6726674,490848.13386999996,56597.135717,2021-03-22 01:09:00
1616375400,56563.78,56644.2,56563.78,56643.35,11.79649318,667585.43042,56591.854904,2021-03-22 01:10:00
1616375460,56661.09,56733.16,56661.09,56733.16,0.79167225,44897.340374,56712.029976,2021-03-22 01:11:00
1616375520,56707.08,56712.45,56620.88,56639.35,0.7444350000000001,42175.413801999995,56654.259676,2021-03-22 01:12:00
1616375580,56621.2,56662.34,56621.2,56662.34,3.35055145,189790.62065,56644.592237,2021-03-22 01:13:00
1616375640,56643.18,56643.18,56589.63,56589.63,9.65267719,546500.1205,56616.429799,2021-03-22 01:14:00
1616375700,56592.55,56697.32,56590.8,56679.04,2.56133906,145076.35659,56640.82466000001,2021-03-22 01:15:00
1616375760,56678.84,56679.03,56584.31,56584.31,0.94070677,53266.262551,56623.662389,2021-03-22 01:16:00
1616375820,56590.08,56590.08,56549.29,56575.12,0.5836439999999999,33019.097597,56574.037592999994,2021-03-22 01:17:00
1616375880,56606.36,56615.48,56532.94,56557.48,1.6225758,91765.649072,56555.539083,2021-03-22 01:18:00
1616375940,56544.85,56547.73,56455.23,56458.05,2.93753468,165972.46253,56500.596798,2021-03-22 01:19:00
1616376000,56440.0,56500.48,56440.0,56471.26,0.21839647,12332.895578,56470.214825,2021-03-22 01:20:00
1616376060,56469.44,56527.88,56461.1,56507.77,0.76297262,43093.688125,56481.303516,2021-03-22 01:21:00
1616376120,56518.83,56542.43,56511.52,56513.72,0.36611009999999994,20691.419657,56516.932084,2021-03-22 01:22:00
1616376180,56495.36,56495.36,56361.39,56361.39,0.72793774,41074.068762,56425.249723,2021-03-22 01:23:00
1616376240,56390.68,56429.71,56321.7,56396.86,3.16443984,178380.39205999995,56370.290188,2021-03-22 01:24:00
1616376300,56404.65,56440.07,56368.0,56440.07,1.42050809,80096.71294900001,56385.960427,2021-03-22 01:25:00
1616376360,56418.82,56521.87,56418.27,56494.24,2.32772171,131424.36867999999,56460.515926,2021-03-22 01:26:00
1616376420,56494.24,56522.97,56445.16,56468.09,2.20902232,124732.44381,56464.999325,2021-03-22 01:27:00
1616376480,56489.63,56489.63,56422.0,56459.13,2.73835393,154556.56294,56441.412211,2021-03-22 01:28:00
1616376540,56466.22,56491.17,56425.42,56491.17,0.10683029,6032.059318899999,56463.942191999995,2021-03-22 01:29:00
1616376600,56493.58,56524.25,56439.38,56439.38,1.10953745,62663.738917999995,56477.35362,2021-03-22 01:30:00
1616376660,56412.88,56421.75,56381.54,56414.58,1.67637629,94549.296352,56400.998342,2021-03-22 01:31:00
1616376720,56420.95,56493.73,56420.95,56461.14,0.82950804,46826.039118,56450.374029,2021-03-22 01:32:00
1616376780,56501.79,56629.0,56501.79,56598.21,1.18021054,66766.53258300001,56571.713537999996,2021-03-22 01:33:00
1616376840,56632.49,56659.8,56564.12,56564.12,8.01220524,453874.26995,56647.858653999996,2021-03-22 01:34:00
1616376900,56548.87,56584.83,56491.8,56495.96,1.85091553,104672.0307,56551.489791,2021-03-22 01:35:00
1616376960,56476.01,56641.36,56476.01,56608.48,1.57313206,89013.094083,56583.357714,2021-03-22 01:36:00
1616377020,56595.06,56595.06,56545.38,56549.09,1.99578711,112877.33905999998,56557.805434,2021-03-22 01:37:00
1616377080,56548.3,56554.65,56500.0,56505.58,0.88016751,49759.002133999995,56533.559315,2021-03-22 01:38:00
1616377140,56498.92,56555.33,56498.92,56516.95,3.18628513,180111.81564000004,56527.21219,2021-03-22 01:39:00
1616377200,56483.0,56575.7,56480.18,56560.56,3.22533241,182307.45234000002,56523.616535,2021-03-22 01:40:00
1616377260,56557.16,56576.3,56512.8,56573.08,1.47082108,83173.459878,56548.999064999996,2021-03-22 01:41:00
1616377320,56553.77,56623.38,56531.32,56612.8,2.40939534,136335.79477,56585.066182,2021-03-22 01:42:00
1616377380,56602.87,56623.83,56589.54,56623.83,1.15854015,65582.156185,56607.58169199999,2021-03-22 01:43:00
1616377440,56621.42,56625.37,56530.12,56561.64,2.06999504,117111.399,56575.690635,2021-03-22 01:44:00
1616377500,56593.18,56670.1,56593.18,56646.89,2.40416069,136146.05826,56629.35045499999,2021-03-22 01:45:00
1616377560,56643.95,56723.63,56643.95,56723.63,4.6428237,263219.22864,56693.78069199999,2021-03-22 01:46:00
1616377620,56724.48,56724.48,56675.36,56694.98,3.53433295,200407.05097,56702.934840999995,2021-03-22 01:47:00
1616377680,56680.0,56705.33,56656.2,56656.2,2.55456049,144814.33375,56688.551443,2021-03-22 01:48:00
1616377740,56674.73,56696.25,56628.92,56696.25,3.8955835,220765.71288,56670.76906000001,2021-03-22 01:49:00
1616377800,56695.9,56714.65,56685.84,56691.38,0.65683823,37241.17317900001,56697.633417,2021-03-22 01:50:00
1616377860,56687.76,56698.87,56630.57,56632.19,3.09522607,175420.77675999998,56674.624986,2021-03-22 01:51:00
1616377920,56641.91,56641.91,56539.07,56547.74,3.72630665,210825.43995,56577.587341,2021-03-22 01:52:00
1616377980,56547.74,56600.33,56547.54,56582.15,4.21571246,238476.74996,56568.552104999995,2021-03-22 01:53:00
1616378040,56584.91,56586.07,56547.36,56548.91,1.64662195,93118.085257,56550.980179,2021-03-22 01:54:00
1616378100,56548.05,56618.89,56548.05,56618.89,2.33521698,132110.90405,56573.28855700001,2021-03-22 01:55:00
1616378160,56614.64,56622.64,56507.77,56536.71,3.90194984,220676.07965,56555.334819,2021-03-22 01:56:00
1616378220,56570.94,56617.69,56570.94,56617.69,2.69468451,152505.23209,56594.83755,2021-03-22 01:57:00
1616378280,56617.69,56684.01,56617.69,56624.28,1.3185935,74698.214227,56649.918437,2021-03-22 01:58:00
1616378340,56639.69,56673.21,56611.91,56611.91,0.5345340000000001,30273.025564999996,56634.424686,2021-03-22 01:59:00
1616378400,56640.77,56640.77,56587.14,56593.97,0.36831048,20843.657496,56592.626677,2021-03-22 02:00:00
1616378460,56595.3,56595.3,56583.47,56585.69,1.17435823,66450.958506,56584.913197,2021-03-22 02:01:00
1616378520,56592.56,56599.91,56589.35,56599.91,0.35533297,20109.37954,56593.058449000004,2021-03-22 02:02:00
1616378580,56586.24,56586.24,56517.83,56534.27,1.48028646,83713.044922,56551.922336,2021-03-22 02:03:00
1616378640,56503.95,56579.26,56503.95,56558.29,5.12808496,290014.96392,56554.243188,2021-03-22 02:04:00
1616378700,56566.87,56566.87,56454.26,56495.67,3.63833717,205468.2682,56473.124561000004,2021-03-22 02:05:00
1616378760,56491.29,56493.76,56465.59,56482.96,0.24958621,14096.146228,56478.065147,2021-03-22 02:06:00
1616378820,56548.72,56586.2,56548.72,56571.84,1.79972345,101804.37002,56566.674186000004,2021-03-22 02:07:00
1616378880,56578.15,56654.19,56567.95,56654.19,1.9200544999999998,108716.98337999999,56621.82160700001,2021-03-22 02:08:00
1616378940,56618.64,56618.64,56530.87,56531.01,1.53586622,86848.166166,56546.699859,2021-03-22 02:09:00
1616379000,56569.01,56569.01,56514.47,56521.43,0.51601576,29167.488337,56524.413783,2021-03-22 02:10:00
1616379060,56520.68,56597.37,56520.68,56597.37,3.27103706,184989.75436,56553.854625,2021-03-22 02:11:00
1616379120,56595.04,56640.88,56595.04,56622.38,1.43774994,81388.541649,56608.273375,2021-03-22 02:12:00
1616379180,56574.98,56574.98,56574.98,56574.98,0.0016899999999999999,95.6117162,56574.98,2021-03-22 02:13:00
1616379240,56578.16,56616.37,56578.16,56600.9,0.17997164,10185.438217,56594.68468099999,2021-03-22 02:14:00
1616379300,56616.52,56630.9,56600.68,56605.44,0.72816232,41224.880848,56614.960312999996,2021-03-22 02:15:00
1616379360,56599.1,56681.8,56597.29,56681.8,0.41274806,23380.463166,56645.846296,2021-03-22 02:16:00
1616379420,56691.25,56774.55,56691.25,56774.55,0.98830672,56090.647275,56754.29109199999,2021-03-22 02:17:00
1616379480,56779.0,56815.64,56749.96,56811.52,2.20732413,125339.85774,56783.621417999995,2021-03-22 02:18:00
1616379540,56799.5,56898.2,56786.66,56898.17,6.52751415,371049.52753,56843.925422,2021-03-22 02:19:00
1616379600,56870.37,56900.52,56855.53,56876.35,3.02315524,171970.03687,56884.289169,2021-03-22 02:20:00
1616379660,56875.35,56958.07,56875.35,56936.95,0.9867794,56169.710588,56922.256978,2021-03-22 02:21:00
1616379720,56927.76,56962.08,56884.38,56962.07,1.7825707999999998,101455.29622999999,56915.156601,2021-03-22 02:22:00
1616379780,56941.74,57000.0,56941.74,56952.57,4.12235342,234846.88981999998,56969.130469,2021-03-22 02:23:00
1616379840,56938.39,56938.39,56866.54,56888.56,2.58746279,147206.07508,56892.05489199999,2021-03-22 02:24:00
1616379900,56906.45,56940.97,56888.16,56897.31,3.43596194,195510.64742999998,56901.284371,2021-03-22 02:25:00
1616379960,56908.66,56923.48,56903.22,56912.38,1.16341788,66208.719388,56908.803385,2021-03-22 02:26:00
1616380020,56905.07,56946.9,56898.51,56946.9,1.02678672,58429.971436,56905.655574000004,2021-03-22 02:27:00
1616380080,56932.75,56932.87,56869.19,56872.86,0.87719525,49927.161445,56916.816917,2021-03-22 02:28:00
1616380140,56873.42,56891.31,56873.42,56887.57,0.81359463,46281.528452,56885.24327100001,2021-03-22 02:29:00
1616380200,56894.71,56907.21,56842.79,56842.79,1.16000636,65983.977038,56882.426953999995,2021-03-22 02:30:00
1616380260,56843.14,56894.9,56820.94,56894.9,1.64059468,93281.586989,56858.39904600001,2021-03-22 02:31:00
1616380320,56880.21,56880.21,56844.81,56872.76,0.62944177,35788.866917,56858.10606000001,2021-03-22 02:32:00
1616380380,56865.75,56931.59,56865.75,56916.44,0.34502533,19629.232415000002,56892.148801999996,2021-03-22 02:33:00
1616380440,56949.97,56988.38,56941.46,56955.56,4.68228995,266759.11921,56971.935113,2021-03-22 02:34:00
1616380500,57000.0,57053.15,56983.87,57010.78,4.93019439,281104.24487,57016.868428999995,2021-03-22 02:35:00
1616380560,57034.97,57034.97,56955.54,56955.54,0.12708794,7241.2332866,56978.130943,2021-03-22 02:36:00
1616380620,56955.54,57006.33,56942.7,56955.24,1.75012779,99719.58822599999,56978.461114,2021-03-22 02:37:00
1616380680,56944.53,56944.53,56922.94,56928.35,0.91847824,52297.786472,56939.603133000004,2021-03-22 02:38:00
1616380740,56922.71,56928.35,56898.26,56917.84,0.76602231,43601.04014,56918.76015900001,2021-03-22 02:39:00
1616380800,56917.18,56941.91,56917.18,56941.91,11.13545135,633913.65173,56927.522002,2021-03-22 02:40:00
1616380860,56941.91,56941.91,56924.44,56924.73,0.6122104,34854.009304,56931.423092,2021-03-22 02:41:00
1616380920,56922.17,56924.73,56902.54,56904.39,0.89196398,50765.14478,56913.895537000004,2021-03-22 02:42:00
1616380980,56919.53,56919.53,56847.43,56862.27,0.2902598,16509.553227,56878.538562,2021-03-22 02:43:00
